Unnamed: 0_x,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
3170,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,2020-12-24 05:32:18,photo,food,negative,10
3171,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,2021-01-29 04:48:36,photo,food,negative,12
3172,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,2021-06-01 08:08:24,photo,food,neutral,20
3173,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,2021-04-02 16:49:06,photo,food,positive,65
3174,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,2020-11-27 13:14:57,photo,food,positive,30
3175,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2020-07-20 13:39:24,photo,food,positive,60
3176,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25 06:35:14,photo,food,negative,0
3177,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,2021-02-12 00:36:14,photo,food,negative,12
3178,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,2020-09-12 12:44:15,photo,food,positive,70
3180,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2020-08-28 10:30:35,photo,food,positive,60
3181,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,super love,2021-06-15 03:54:35,photo,food,positive,75
3182,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2021-06-02 00:17:51,photo,food,positive,60
3183,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,2020-12-18 12:21:28,photo,food,neutral,20
3184,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,2020-12-23 10:47:52,photo,food,positive,30
3185,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,2020-12-19 23:20:17,photo,food,neutral,35
3186,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,2021-04-17 10:11:50,photo,food,negative,5
3187,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,2020-12-13 00:47:43,photo,food,neutral,20
3188,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,2021-05-06 01:06:51,photo,food,negative,12
3190,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,2020-07-04 00:46:11,photo,food,negative,10
3191,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,2021-04-30 07:29:07,photo,food,positive,65
3192,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,2021-05-10 09:02:43,photo,food,negative,12
3193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,2020-12-20 13:55:20,photo,food,positive,72
3194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,2020-08-29 11:00:02,photo,food,neutral,20
3195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,2020-10-24 22:38:11,photo,food,positive,45
3196,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,2020-12-18 04:21:32,photo,food,positive,45
3197,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,2021-04-03 08:00:13,photo,food,negative,5
3198,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,2020-07-24 06:32:07,photo,food,negative,5
3200,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2021-02-19 02:54:49,photo,food,positive,60
3201,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2020-06-26 12:23:17,photo,food,positive,60
3202,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,2021-02-05 23:09:15,photo,food,negative,12
3203,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,2021-06-10 04:49:34,photo,food,negative,5
3204,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,2021-03-27 14:47:45,photo,food,negative,10
3205,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,2020-07-29 19:58:23,photo,food,positive,65
3206,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,2020-07-05 00:44:50,photo,food,positive,70
3207,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,cherish,2021-02-12 01:13:25,photo,food,positive,70
3208,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,like,2020-08-03 19:55:55,photo,food,positive,50
3210,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12 11:40:51,photo,food,negative,0
3211,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,2020-11-11 11:37:47,photo,food,positive,72
3212,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,2021-01-07 04:31:42,photo,food,positive,60
3213,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,scared,2021-05-19 08:20:31,photo,food,negative,15
3214,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15 12:39:27,photo,food,negative,0
3215,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,2020-08-05 13:06:31,photo,food,neutral,35
3216,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,2020-06-29 19:42:16,photo,food,neutral,20
3217,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,2020-10-13 08:39:44,photo,food,negative,5
3219,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,2021-03-07 10:26:06,GIF,public speaking,neutral,35
3220,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,2021-01-16 06:37:25,GIF,public speaking,positive,75
3221,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,2020-10-06 08:24:25,GIF,public speaking,positive,75
3222,c7066a17-2e12-49d2-bb9e-c8967051f490,love,2021-04-16 01:51:42,GIF,public speaking,positive,65
3223,c7066a17-2e12-49d2-bb9e-c8967051f490,love,2021-01-25 10:55:09,GIF,public speaking,positive,65
3224,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,2020-10-01 22:28:10,GIF,public speaking,positive,72
3225,c7066a17-2e12-49d2-bb9e-c8967051f490,indifferent,2021-05-11 05:09:30,GIF,public speaking,neutral,20
3226,c7066a17-2e12-49d2-bb9e-c8967051f490,scared,2021-05-26 23:52:04,GIF,public speaking,negative,15
3227,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,2021-01-29 22:32:14,GIF,public speaking,neutral,35
3229,c7066a17-2e12-49d2-bb9e-c8967051f490,scared,2020-09-26 02:02:13,GIF,public speaking,negative,15
3230,c7066a17-2e12-49d2-bb9e-c8967051f490,cherish,2021-05-16 00:33:19,GIF,public speaking,positive,70
3231,c7066a17-2e12-49d2-bb9e-c8967051f490,interested,2020-11-13 09:15:46,GIF,public speaking,positive,30
3232,c7066a17-2e12-49d2-bb9e-c8967051f490,cherish,2020-09-29 02:33:47,GIF,public speaking,positive,70
3233,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,2021-04-07 11:36:44,GIF,public speaking,negative,12
3234,c7066a17-2e12-49d2-bb9e-c8967051f490,interested,2020-10-27 11:31:06,GIF,public speaking,positive,30
3235,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,2020-10-23 06:04:44,GIF,public speaking,positive,72
3236,c7066a17-2e12-49d2-bb9e-c8967051f490,like,2020-09-15 09:14:00,GIF,public speaking,positive,50
3237,c7066a17-2e12-49d2-bb9e-c8967051f490,like,2021-05-20 18:39:33,GIF,public speaking,positive,50
3239,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,2021-01-17 22:24:38,GIF,public speaking,neutral,35
3240,c7066a17-2e12-49d2-bb9e-c8967051f490,like,2021-06-10 14:19:40,GIF,public speaking,positive,50
3241,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,2020-08-11 12:27:23,GIF,public speaking,positive,75
3242,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,2020-09-29 11:05:09,GIF,public speaking,positive,72
3243,c7066a17-2e12-49d2-bb9e-c8967051f490,heart,2020-11-06 03:47:07,GIF,public speaking,positive,60
3244,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-09-03 08:25:23,GIF,public speaking,negative,0
3246,f01ec49c-3179-43bb-b127-2b1a73f34b06,love,2020-09-24 21:08:29,photo,animals,positive,65
3247,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,2021-04-13 09:01:25,photo,animals,negative,12
3248,f01ec49c-3179-43bb-b127-2b1a73f34b06,dislike,2021-04-19 09:23:32,photo,animals,negative,10
3249,f01ec49c-3179-43bb-b127-2b1a73f34b06,super love,2020-11-30 00:57:11,photo,animals,positive,75
3250,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,2021-03-04 12:02:17,photo,animals,negative,12
3251,f01ec49c-3179-43bb-b127-2b1a73f34b06,indifferent,2021-05-18 22:39:08,photo,animals,neutral,20
3252,f01ec49c-3179-43bb-b127-2b1a73f34b06,interested,2020-07-15 00:04:05,photo,animals,positive,30
3253,f01ec49c-3179-43bb-b127-2b1a73f34b06,super love,2020-09-27 21:02:55,photo,animals,positive,75
3254,f01ec49c-3179-43bb-b127-2b1a73f34b06,peeking,2021-03-31 01:18:09,photo,animals,neutral,35
3256,f01ec49c-3179-43bb-b127-2b1a73f34b06,scared,2021-02-04 04:38:32,photo,animals,negative,15
3257,f01ec49c-3179-43bb-b127-2b1a73f34b06,like,2020-07-26 11:16:35,photo,animals,positive,50
3258,f01ec49c-3179-43bb-b127-2b1a73f34b06,hate,2021-04-08 00:36:51,photo,animals,negative,5
3259,f01ec49c-3179-43bb-b127-2b1a73f34b06,indifferent,2020-06-27 14:07:53,photo,animals,neutral,20
3260,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21 16:00:16,photo,animals,negative,0
3261,f01ec49c-3179-43bb-b127-2b1a73f34b06,intrigued,2020-12-29 19:34:23,photo,animals,positive,45
3262,f01ec49c-3179-43bb-b127-2b1a73f34b06,interested,2021-04-04 20:38:10,photo,animals,positive,30
3263,f01ec49c-3179-43bb-b127-2b1a73f34b06,cherish,2021-06-04 23:09:48,photo,animals,positive,70
3264,f01ec49c-3179-43bb-b127-2b1a73f34b06,heart,2020-09-07 11:03:26,photo,animals,positive,60
3266,f01ec49c-3179-43bb-b127-2b1a73f34b06,intrigued,2021-03-27 19:13:44,photo,animals,positive,45
3267,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25 22:40:44,photo,animals,negative,0
3268,f01ec49c-3179-43bb-b127-2b1a73f34b06,dislike,2020-08-22 15:50:59,photo,animals,negative,10
3269,f01ec49c-3179-43bb-b127-2b1a73f34b06,adore,2021-02-11 19:20:24,photo,animals,positive,72
3270,f01ec49c-3179-43bb-b127-2b1a73f34b06,love,2021-05-01 22:15:05,photo,animals,positive,65
3271,f01ec49c-3179-43bb-b127-2b1a73f34b06,want,2020-12-11 23:00:51,photo,animals,positive,70
3272,f01ec49c-3179-43bb-b127-2b1a73f34b06,hate,2021-05-09 13:36:02,photo,animals,negative,5
3273,f01ec49c-3179-43bb-b127-2b1a73f34b06,scared,2020-12-22 04:45:35,photo,animals,negative,15
3274,f01ec49c-3179-43bb-b127-2b1a73f34b06,heart,2020-09-13 10:59:51,photo,animals,positive,60
3277,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,adore,2020-12-21 04:25:53,photo,education,positive,72
3278,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,heart,2021-05-24 20:53:35,photo,education,positive,60
3279,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,cherish,2020-11-17 07:52:04,photo,education,positive,70
3280,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,cherish,2021-03-06 09:55:17,photo,education,positive,70
3281,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,scared,2021-01-04 20:53:39,photo,education,negative,15
3282,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,2021-02-15 17:47:24,photo,education,negative,12
3283,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,like,2021-02-24 20:10:04,photo,education,positive,50
3284,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,like,2020-10-06 09:04:57,photo,education,positive,50
3285,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,2020-09-11 16:51:06,photo,education,negative,12
3287,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,intrigued,2021-04-04 11:16:55,photo,education,positive,45
3288,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,cherish,2021-02-13 19:08:00,photo,education,positive,70
3289,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-04-05 05:18:13,photo,education,negative,0
3290,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,2021-05-23 16:32:38,photo,education,negative,12
3292,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,super love,2021-05-24 23:17:37,GIF,soccer,positive,75
3293,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,want,2021-01-21 08:39:21,GIF,soccer,positive,70
3294,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,interested,2020-10-11 22:44:12,GIF,soccer,positive,30
3295,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,cherish,2020-12-24 02:03:44,GIF,soccer,positive,70
3296,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21 17:43:38,GIF,soccer,negative,0
3298,b6c24086-becf-4615-801e-c3c298a8d4e2,worried,2020-11-21 01:41:39,photo,travel,negative,12
3299,b6c24086-becf-4615-801e-c3c298a8d4e2,love,2020-09-03 04:38:27,photo,travel,positive,65
3300,b6c24086-becf-4615-801e-c3c298a8d4e2,heart,2020-12-25 17:12:12,photo,travel,positive,60
3301,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-11-04 01:35:06,photo,travel,negative,0
3302,b6c24086-becf-4615-801e-c3c298a8d4e2,hate,2020-09-01 23:00:39,photo,travel,negative,5
3303,b6c24086-becf-4615-801e-c3c298a8d4e2,cherish,2021-03-13 17:16:29,photo,travel,positive,70
3304,b6c24086-becf-4615-801e-c3c298a8d4e2,love,2020-09-12 18:48:22,photo,travel,positive,65
3305,b6c24086-becf-4615-801e-c3c298a8d4e2,indifferent,2020-08-29 16:14:42,photo,travel,neutral,20
3306,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,2021-06-10 02:55:35,photo,travel,positive,72
3308,b6c24086-becf-4615-801e-c3c298a8d4e2,interested,2020-08-14 04:59:52,photo,travel,positive,30
3309,b6c24086-becf-4615-801e-c3c298a8d4e2,interested,2021-04-12 14:21:24,photo,travel,positive,30
3310,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,2020-10-08 08:42:03,photo,travel,positive,72
3311,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2021-05-23 19:58:37,photo,travel,negative,0
3312,b6c24086-becf-4615-801e-c3c298a8d4e2,love,2021-05-31 04:03:03,photo,travel,positive,65
3313,b6c24086-becf-4615-801e-c3c298a8d4e2,like,2020-09-17 18:00:02,photo,travel,positive,50
3314,b6c24086-becf-4615-801e-c3c298a8d4e2,heart,2021-05-25 21:58:30,photo,travel,positive,60
3315,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-06-20 11:04:25,photo,travel,negative,0
3316,b6c24086-becf-4615-801e-c3c298a8d4e2,want,2021-04-08 16:42:56,photo,travel,positive,70
3318,b6c24086-becf-4615-801e-c3c298a8d4e2,intrigued,2020-09-09 13:50:17,photo,travel,positive,45
3319,b6c24086-becf-4615-801e-c3c298a8d4e2,like,2021-05-11 17:34:51,photo,travel,positive,50
3320,b6c24086-becf-4615-801e-c3c298a8d4e2,love,2020-07-23 20:13:46,photo,travel,positive,65
3321,b6c24086-becf-4615-801e-c3c298a8d4e2,cherish,2021-06-11 21:21:21,photo,travel,positive,70
3322,b6c24086-becf-4615-801e-c3c298a8d4e2,super love,2020-08-17 03:37:28,photo,travel,positive,75
3323,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,2021-05-02 21:27:34,photo,travel,positive,72
3324,b6c24086-becf-4615-801e-c3c298a8d4e2,scared,2021-04-27 23:31:38,photo,travel,negative,15
3325,b6c24086-becf-4615-801e-c3c298a8d4e2,scared,2021-01-01 21:12:28,photo,travel,negative,15
3326,b6c24086-becf-4615-801e-c3c298a8d4e2,hate,2020-07-28 11:01:18,photo,travel,negative,5
3328,b6c24086-becf-4615-801e-c3c298a8d4e2,like,2021-02-12 22:15:57,photo,travel,positive,50
3329,b6c24086-becf-4615-801e-c3c298a8d4e2,peeking,2020-11-06 17:33:44,photo,travel,neutral,35
3330,b6c24086-becf-4615-801e-c3c298a8d4e2,interested,2021-02-16 05:16:42,photo,travel,positive,30
3331,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-07-20 16:21:17,photo,travel,negative,0
3332,b6c24086-becf-4615-801e-c3c298a8d4e2,dislike,2020-10-24 15:43:42,photo,travel,negative,10
3333,b6c24086-becf-4615-801e-c3c298a8d4e2,hate,2021-03-09 13:47:20,photo,travel,negative,5
3335,1beeffff-f261-435f-a109-6fafe46669d4,love,2020-09-28 02:42:22,photo,public speaking,positive,65
3336,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-01-24 03:47:10,photo,public speaking,negative,0
3337,1beeffff-f261-435f-a109-6fafe46669d4,hate,2021-04-02 16:34:54,photo,public speaking,negative,5
3338,1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-02-12 23:28:40,photo,public speaking,negative,12
3339,1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-05-15 14:07:06,photo,public speaking,negative,12
3340,1beeffff-f261-435f-a109-6fafe46669d4,heart,2020-12-23 14:23:17,photo,public speaking,positive,60
3341,1beeffff-f261-435f-a109-6fafe46669d4,adore,2020-07-11 21:03:31,photo,public speaking,positive,72
3342,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-04-09 23:38:12,photo,public speaking,positive,45
3343,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-02-28 22:35:30,photo,public speaking,positive,45
3345,1beeffff-f261-435f-a109-6fafe46669d4,worried,2020-06-19 19:44:57,photo,public speaking,negative,12
3346,1beeffff-f261-435f-a109-6fafe46669d4,dislike,2020-12-08 18:01:21,photo,public speaking,negative,10
3347,1beeffff-f261-435f-a109-6fafe46669d4,peeking,2020-11-09 13:29:31,photo,public speaking,neutral,35
3348,1beeffff-f261-435f-a109-6fafe46669d4,love,2021-03-22 14:27:13,photo,public speaking,positive,65
3349,1beeffff-f261-435f-a109-6fafe46669d4,want,2020-07-07 08:32:17,photo,public speaking,positive,70
3350,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-03-12 04:13:07,photo,public speaking,negative,0
3351,1beeffff-f261-435f-a109-6fafe46669d4,cherish,2020-12-31 23:16:19,photo,public speaking,positive,70
3352,1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-04-14 23:05:50,photo,public speaking,negative,12
3353,1beeffff-f261-435f-a109-6fafe46669d4,hate,2020-06-20 22:54:09,photo,public speaking,negative,5
3355,1beeffff-f261-435f-a109-6fafe46669d4,scared,2021-02-05 09:09:32,photo,public speaking,negative,15
3356,1beeffff-f261-435f-a109-6fafe46669d4,dislike,2021-05-23 21:17:37,photo,public speaking,negative,10
3357,1beeffff-f261-435f-a109-6fafe46669d4,like,2021-02-15 13:11:32,photo,public speaking,positive,50
3358,1beeffff-f261-435f-a109-6fafe46669d4,love,2021-02-19 00:25:37,photo,public speaking,positive,65
3359,1beeffff-f261-435f-a109-6fafe46669d4,peeking,2021-01-18 01:28:42,photo,public speaking,neutral,35
3360,1beeffff-f261-435f-a109-6fafe46669d4,peeking,2021-06-07 01:06:25,photo,public speaking,neutral,35
3361,1beeffff-f261-435f-a109-6fafe46669d4,super love,2020-11-09 09:34:33,photo,public speaking,positive,75
3362,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-05-17 22:23:33,photo,public speaking,positive,45
3363,1beeffff-f261-435f-a109-6fafe46669d4,worried,2020-09-25 10:12:10,photo,public speaking,negative,12
3365,1beeffff-f261-435f-a109-6fafe46669d4,love,2020-08-12 12:04:50,photo,public speaking,positive,65
3366,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2020-11-26 18:34:59,photo,public speaking,negative,0
3367,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-06-04 22:13:14,photo,public speaking,positive,45
3368,1beeffff-f261-435f-a109-6fafe46669d4,want,2020-07-05 16:09:19,photo,public speaking,positive,70
3369,1beeffff-f261-435f-a109-6fafe46669d4,dislike,2021-06-03 13:25:16,photo,public speaking,negative,10
3370,1beeffff-f261-435f-a109-6fafe46669d4,super love,2020-10-08 14:38:50,photo,public speaking,positive,75
3371,1beeffff-f261-435f-a109-6fafe46669d4,love,2021-02-24 20:55:35,photo,public speaking,positive,65
3372,1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-03-27 12:24:51,photo,public speaking,negative,12
3373,1beeffff-f261-435f-a109-6fafe46669d4,hate,2021-05-17 07:37:34,photo,public speaking,negative,5
3376,61e6650c-5068-4575-9aee-4217ef3dbdb1,intrigued,2020-08-08 07:52:41,GIF,tennis,positive,45
3377,61e6650c-5068-4575-9aee-4217ef3dbdb1,cherish,2020-10-06 13:55:18,GIF,tennis,positive,70
3378,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,2021-04-04 22:17:35,GIF,tennis,positive,72
3379,61e6650c-5068-4575-9aee-4217ef3dbdb1,like,2021-05-18 06:46:18,GIF,tennis,positive,50
3380,61e6650c-5068-4575-9aee-4217ef3dbdb1,heart,2021-01-11 12:55:42,GIF,tennis,positive,60
3381,61e6650c-5068-4575-9aee-4217ef3dbdb1,like,2021-01-29 15:31:28,GIF,tennis,positive,50
3382,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,2020-11-12 11:32:01,GIF,tennis,negative,12
3383,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,2020-08-20 12:02:00,GIF,tennis,positive,70
3384,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,2021-05-02 02:46:43,GIF,tennis,neutral,35
3386,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,2020-09-04 09:40:16,GIF,tennis,negative,0
3387,61e6650c-5068-4575-9aee-4217ef3dbdb1,love,2020-06-21 07:21:46,GIF,tennis,positive,65
3388,61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,2020-11-26 03:20:52,GIF,tennis,positive,75
3389,61e6650c-5068-4575-9aee-4217ef3dbdb1,scared,2021-05-25 02:00:44,GIF,tennis,negative,15
3390,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,2020-11-20 12:31:49,GIF,tennis,negative,5
3391,61e6650c-5068-4575-9aee-4217ef3dbdb1,interested,2021-03-27 21:38:45,GIF,tennis,positive,30
3392,61e6650c-5068-4575-9aee-4217ef3dbdb1,cherish,2020-12-21 01:38:01,GIF,tennis,positive,70
3393,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,2021-01-27 06:59:01,GIF,tennis,positive,72
3394,61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,2021-02-19 09:54:03,GIF,tennis,positive,75
3396,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,2020-11-09 00:13:33,GIF,tennis,negative,12
3397,61e6650c-5068-4575-9aee-4217ef3dbdb1,scared,2020-06-23 13:15:14,GIF,tennis,negative,15
3398,61e6650c-5068-4575-9aee-4217ef3dbdb1,interested,2020-12-04 12:15:38,GIF,tennis,positive,30
3399,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,2021-05-28 10:05:12,GIF,tennis,negative,5
3400,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,2020-08-25 12:14:48,GIF,tennis,positive,70
3401,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,2020-08-25 00:49:33,GIF,tennis,negative,5
3402,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,2020-11-03 10:46:52,GIF,tennis,positive,72
3403,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,2021-04-26 05:40:55,GIF,tennis,neutral,35
3404,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,2020-11-04 15:52:43,GIF,tennis,neutral,35
3406,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,2021-04-04 10:55:41,GIF,tennis,positive,72
3407,61e6650c-5068-4575-9aee-4217ef3dbdb1,heart,2020-11-03 13:46:25,GIF,tennis,positive,60
3409,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,2020-10-15 10:31:03,GIF,soccer,negative,0
3410,3a7f83a0-b9f9-44c1-a15d-656c4095e732,cherish,2021-04-24 12:52:43,GIF,soccer,positive,70
3411,3a7f83a0-b9f9-44c1-a15d-656c4095e732,love,2021-04-02 11:36:57,GIF,soccer,positive,65
3412,3a7f83a0-b9f9-44c1-a15d-656c4095e732,hate,2021-05-04 17:02:21,GIF,soccer,negative,5
3414,2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,2021-01-26 07:21:19,audio,travel,negative,15
3415,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,2021-05-06 03:02:17,audio,travel,negative,0
3416,2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,2020-06-27 15:20:17,audio,travel,positive,65
3417,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,2021-03-10 04:34:53,audio,travel,negative,5
3418,2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,2020-12-09 13:11:18,audio,travel,positive,65
3419,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,2020-12-01 13:05:48,audio,travel,negative,10
3420,2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,2020-11-24 03:51:20,audio,travel,negative,15
3421,2b6921de-e7f2-4e30-8feb-36bd41becaf0,heart,2020-12-15 20:39:06,audio,travel,positive,60
3422,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,2021-05-09 04:48:20,audio,travel,negative,5
3424,2b6921de-e7f2-4e30-8feb-36bd41becaf0,indifferent,2021-06-17 20:03:03,audio,travel,neutral,20
3425,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,2020-11-04 10:30:39,audio,travel,positive,72
3426,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,2020-09-10 00:55:54,audio,travel,positive,72
3427,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,2021-06-06 01:49:18,audio,travel,positive,50
3428,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,2021-02-09 17:26:22,audio,travel,negative,5
3429,2b6921de-e7f2-4e30-8feb-36bd41becaf0,super love,2021-04-16 11:22:13,audio,travel,positive,75
3430,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,2020-09-18 14:32:10,audio,travel,negative,5
3431,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,2021-02-20 14:12:10,audio,travel,positive,50
3432,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,2020-08-14 05:25:01,audio,travel,positive,50
3434,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,2020-10-18 22:46:53,audio,travel,negative,10
3436,b56a9e24-d0f2-4599-b893-c2889a15e1d6,heart,2020-10-30 03:41:24,video,veganism,positive,60
3437,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,2021-01-26 14:35:38,video,veganism,negative,10
3438,b56a9e24-d0f2-4599-b893-c2889a15e1d6,want,2021-03-13 23:54:33,video,veganism,positive,70
